Publisher Name,Publisher Registry Id,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,Time lag
PHASE Nepal,phase-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PHASE Worldwide,phase_worldwide,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PONT,pont,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PPAG,ppag_123,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PRI Association,pri_icf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palestinian Working Women Society for Development,pwwsd_2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palliative Care Association of Malawi,pacam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Palliative Care Support Trust,pcst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Panos Institute West Africa (PIWA),ipao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Paradigm Initiative,paradigm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Brigades International,pbi_io,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Direct,peacedirect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People In Aid,peopleinaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People's Process on Housing and Poverty in Zambia,pphpz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International Finland,planinternationalfinland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International USA,plan_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan Ireland Charitable Assistance Limited,plan_ireland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plataforma Moçambicana da Água (PLAMA),plama,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pontis Foundation,pontis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services Kenya,pskenya_19,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services and Training Centre (PSTC),pstc_1102,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PositiveNegatives,posneg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Power International,power,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pragya India,pragya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Prince Claus Fund,pcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Programming Their Future,p-t-f-,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Progressio (closed),progressio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Project Harar,phe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Promundo-US,pmo-us,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Prospero Limited,prospero,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Protecting Families Against HIV/AIDS,prefa_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Public International Law & Policy Group,pilpg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Publish What You Fund,pwyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pump Aid,pumpaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Queen Rania Foundation for Education and Development,qrfed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RAIN Foundation (former),rainfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RUAF Foundation,ruaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rabo Partnerships,rabo_partnerships,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Radio La Benevolencija,rlb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rahnuma-Family Planning Assocation of Pakistan,rfpap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Railway Children,rc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Railway Children Africa,rc2africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Action Network,ran,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Alliance,rainforest-alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Red Cross Red Crescent Climate Centre,climate_centre,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RedR UK,redruk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Regional Advisory Information and Network Systems,rains,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rene Moawad Foundation,rmf-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resilience,resilience,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resource Extraction Monitoring,rem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Responsible Mining Foundation,rmf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Restart Center,restartcenter,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Retrak,retrak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Right to Play Netherlands Foundation,rtp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rights and Resources Initaitive,rri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rojiroti UK,rojiroti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of General Practitioners (RCGP),rcgp-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal National Lifeboat Institution (RNLI),rnli_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Netherlands Football Association,knvb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Society for the Protection of Birds,rspb_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Children's Villages Kenya,soscvkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Italia,sosvdb_italia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Jeunesse et Défis,sosjd6,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Sahel International UK,sossaheluk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
STAR-Ghana Foundation,star_ghanafoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
STC International,stc-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Samaritan's Purse UK,spuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Savana Signatures,savsign-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Save the Children UK,scuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Scotland's International Development Alliance,sinda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Seefar,seefar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sehat Kahani (Community Innovation Hub),sehatkahanicih,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Send a Cow Ethiopia,sacethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Send a Cow Kenya,sac_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sensorial Handicap Cooperation,shc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shack Dwellers International - Kenya,sdi-k,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ShelterBox,shelterbox,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Shift Project Ltd.,shiftproject,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Signal,signal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Silsab Foundation,silsab1-_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Simprints,simprints,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Slovenia - Ministry of Foreign Affairs,si-mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Slum Dwellers International,sdi-int,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Small Arms Survey,sas_sana,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sociaal-Economische Raad,ser,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Development Direct Limited,sddirect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Social Fund for Development, Yemen",sfd-yemen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Impact Lab CIC,simlab,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Social Watch Benin,swb_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SolarNow Services (U) Ltd,solarnowsofa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidaridad Europe,solidaridad-europe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Solidarites International,solidarites-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Soluciones en Legislación y Política Ambiental AC,polea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sound Seekers Limited,soundseekers,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
South Asian Women Development Forum,sawdf-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
South West International Development Network,swidn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Southern African Catholic Bishops' Conference Aids Office,sacbc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Spain - Ministry of Foreign Affairs and Cooperation,maec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Special Hope Network,shn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stars Foundation,starsfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stellenbosch University,su-impala,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Aflatoun International,aflatoun,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Aidenvironment,aidenvironment,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Deltares,deltares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Habitat for Humanity Nederland,hfhnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Humana,humana_houben,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Kinderpostzegels Nederland,skn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Mayday Rescue Foundation,maydayrescue,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
StreetInvest,si,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Stromme Foundation,stromme_ug,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Support Trust for Africa Development (STAD),stad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sustainable Hospitality Alliance,sha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Sympany+,simone_sympany,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Synergía - Initiatives for Human Rights,synergiaihr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Syria Relief,sr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Syrian Center for Media and Freedom of Expression,scm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TB Alert,tbalert,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TRAFFIC International,traffic,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
TRAIDE Foundation,traide_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Tameer-e-Khalaq Foundation,tkf1234,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Target TB,targettb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Teach A Man To Fish,tamtf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Access to Nutrition Foundation,atnf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Carter Center,carter-center,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Climate Change Organisation,climate-group,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Coca-Cola Export Corporation,tccec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Convention on Business Integrity,cbi-nigeria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Foundation Center,foundation_center,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Freedom Fund,tff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Global Forum on MSM & HIV (MSMGF),msmgf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The International Children's Trust,theict,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The International Institute for Strategic Studies,iiss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Legal Aid Forum,laf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Mailman School of Public Health,mailman_school_of_public_health,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The National Association of Municipalities of Benin (ANCB),ancb_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The OPEC Fund for International Development (OFID),ofid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Power of Nutrition,the_power_of_nutrition,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Princess Alia Foundation,paf_2018,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Proforest Initiative UK,pi-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Queen Elizabeth Diamond Jubilee Trust,qedjt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Salvation Army International Development UK,said-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Samdhana Institute,samdhana_institute,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The University of Sheffield,tuos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"The University of the West of England, Bristol",uwe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
The William and Flora Hewlett Foundation,hewlett-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Theatre for a Change Malawi,tfacmalawi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Theatre for a Change UK,tfac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Thomson Reuters Foundation,trf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Timber Trade Federation Ltd.,ttf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Timidria,timidria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transnational Institute,tni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International Bangladesh,tib,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International Kenya,ti_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International Secretariat,transparency-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Transparency International UK,ti-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trianglen,trianglen,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Triggerise Ethiopia,trig,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Triple Line,tripleline_crownagents,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trocaire (Northern Ireland),troc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trust for Africa's Orphans,tao-03473165,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Trust for Indigenous Culture and Health,ticah,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Twaweza,twaweza,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Twin,twin-iati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"UK - Department for Digital, Culture, Media and Sport",dcms,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Department for Work and Pensions,dwp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Medical Research Council,mrc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Ministry of Defence,ukmod,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK - Scottish Government,scottish_government,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK – Department for Education,dfe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UK-Med,uk-med,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UN Pooled Funds,unpf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UN-Habitat,unhabitat,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UTZ,utz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
UWEZO Youth Empowerment,uwezo_youth_empowerment,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Union of Agricultural Work Committees,uawc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Disabled Persons of Kenya,udpk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Mission to Nepal,umn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Capital Development Fund,uncdf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Development Coordination Office,undco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Purpose,cu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
United Work,united_work,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universidad de los Andes,uand_2020,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Universiti Malaya,rmc_um,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University College London,ucl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Of Liverpool,uol,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Of Zimbabwe,1-uz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University Twente,utwente,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Amsterdam,uva_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Birmingham,universityofbirmingham,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Central Lancashire,uclan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Dar es Salaam,udsm-cbs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Dundee,uodcepmlp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Edinburgh,uoe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Kinshasa,dspd_unikin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of Nottingham,uni_of_nottingham,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
University of York,uoy,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Upper Quartile,uq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Urgent Action Fund Latin America and the Caribbean,uafla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Village Enterprise,villageenterprise,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vision Aid Overseas,vao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vision for a Nation Foundation,vfan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
VisionFund International,vfi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Viva,viva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Voluntary Health Association of India,vhai-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WASH Alliance International,wai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WILPF,wilpf_22,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Indonesia,wwf_id,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Paraguay,wwf-py,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF Sweden,wwf-se,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
WWF TUNISIA,wwfna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wala Ltd,walaltd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War Child Canada,wcc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War on Want,waronwant,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
War on Want NI,wowni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water & Sanitation for the Urban Poor (WSUP),wsup,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Integrity Network Association,win,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Witness International,water-witness-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water Works,waterworks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Water for People,w4p,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
We Effect,weeffect,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welbodi Partnership,welbodipartnership,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Welthungerhilfe,whh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Westminster Foundation for Democracy,wfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wetlands International,wi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Win Win Strategies,wws,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Windle Trust Kenya,wtk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Wolayita Development Association,woda_0486,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women Environmental Programme,wep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women Peacemakers Program,wpp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women and Children First (UK),wcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Action Group,wag-1983,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Global Network on Reproductive Rights,wgnrr_iati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Women's Refugee Commission,w_r_c,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Agroforestry Centre,icraf_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Association for Christian Communication (UK),wacc-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Economic Forum,worldeconomicforum,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Economic Forum Geneva,weforum_geneva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Federalist Movement - Institute for Global Policy,wfm-igp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vision International,wvi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Vision Zimbabwe,wvz-gec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Wide Fund for Nature - Pakistan,wwfpakistan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
World Wide Fund for Nature Zambia,wwfzambia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YMCA of Liberia,libymca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
YWCA of Bangladesh,ywcabd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Africa International HUB,yai-hub,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Young Innovations Pvt. Ltd,yipl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Business International,ybi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Development Labs Inc,ylabs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Youth Net and Counselling - YONECO,yoneco1997,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zambia Orphans Aid UK,zoa_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zimbabwe Educational Trust,zet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zimmerman Zimmerman,zimmzimm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Zing,zing,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
act4africa,act4africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
dance4life,dance4life,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
equileap,equileap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
iDE,ide,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
iPartner India,ip-india,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
inHive,inhive,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
interburns,interburns,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
mothers2mothers,m2m_sa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
openmindedly,openmindedly,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
the center for victimized women and children,cavwoc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
transforma,transforma,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
