Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
Maxwell Stamp PLC,mstamp,9,1,5,4,1,31347,GB-COH-00637978,1,GB-COH-00637978,1,1
Mercy Ships UK Limited,msuk,1,1,2,1,1,29367,GB-COH-03147724,1,GB-COH-03147724,1,1
Médecins Sans Vacances,msv,6,1,2,1,1,114876,BE-BCE_KBO-0448723978,1,BE-BCE_KBO-0448723978,2,1;2
Mukisa Foundation,mukisa_foundation,1,0,1,1,0,9760,UG-NGB-0498,1,UG-NGB-0498,1,1
Musawah Global Vision Berhad,musawah,1,0,1,1,0,17186,MY-SSM-1162174T,1,MY-SSM-1162174-T,1,1
Muslim Aid,muslimaid,1,1,2,1,1,8086,GB-CHC-295224,2,GB-CHC-1176462;GB-CHC-295224,1,1
MVO Nederland,mvo_nederland,17,1,2,1,1,154079,NL-KVK-30195730,1,NL-KVK-30195730,1,1
Mwatana for Human Rights,mwatana,2,1,2,1,1,75386,YE-MSAL-18-2013,1,YE-MSAL-18-2013,1,1
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,6,0,1,1,0,67367,NG-CAC-57289,1,NG-CAC-57289,1,1
"Namati, Inc",namati_inc,1,3,2,1,1,44688,US-EIN-45-2796201,1,US-EIN-45-2796201,1,null
Nathan Associates London Ltd.,nathan,14,1,7,6,1,187131,GB-COH-02768268,1,GB-COH-02768268,1,1
Netherlands Commission for Environmental Assessment,ncea,36,1,2,1,1,413726,NL-KVK-41185216,1,NL-KVK-41185216,1,2
National Coalition of Human Rights Defenders - Kenya,nchrdk,1,0,1,1,0,34390,KE-KRA-P051502549C,1,KE-KRA-P051502549C,1,1
Nature and Development Foundation,ndf_fgm,3,1,2,1,1,57992,GH-RGD-CG077262013,1,GH-RGD-CG077262013,1,1
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,2,0,1,1,0,127189,NG-CAC-73022,1,NG-CAC-73022,1,1
Network For Enterprise Enhancement and Development Support,needs,1,0,1,1,0,53620,IN-MHA-337680017,1,IN-MHA-337680017,1,null
Neem Foundation,neem,1,0,1,1,0,223957,NG-CAC-83813,1,NG-CAC-83813,1,1
Near East Foundation UK (NEF UK),nef-uk,1,0,1,1,0,50884,GB-CHC-1150993,1,GB-CHC-1150993,1,1
Near East Foundation Mali (NEF Mali),nef_mali,1,1,2,1,1,346724,ML-NIF-055000335T,1,ML-NIF-055000335T,1,null
Near East Foundation (NEF USA),nef_usa,1,1,2,1,1,65328,US-EIN-13-1624114,1,US-EIN-13-1624114,1,1
Network for Africa,network4africa,1,1,2,1,1,31364,GB-CHC-1120932,1,GB-CHC-1120932,1,1
NGO Federation of Nepal,nfn,1,0,1,1,0,4341,NP-DAO-27-689/063/064,1,NP-DAO-27-689/063/064,1,1
Netherlands Food Partnership,nfp,6,0,2,2,0,138187,NL-KVK-30204842,1,NL-KVK-30204842,2,1;2
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,6,1,2,1,1,83331,BE-BCE_KBO-0449400604,1,BE-BCE_KBO-0449400604,2,1;2
Northern Ireland Cooperation Overseas Ltd,nico,1,0,1,1,0,11215,GB-GOR-OT1175,1,GB-GOR-GB-GOR-OT1175,1,1
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,168,1,3,2,1,6693432,NL-KVK-27189542,1,NL-KVK-27189542,1,null
NIRAS A/S,niras,1,1,2,1,1,8325,DK-CVR-37295728,2,DK-CVR-73432219;DK-CVR-DK-CVR-37295728,1,1
Natural Justice,nj_1,8,0,1,1,0,230592,ZA-NPO-057-611,1,ZA-NPO-057-611,1,1
Aidsfonds - Soa Aids Nederland,nl-kvk-41207989,75,1,2,1,1,1331026,NL-KVK-41207989,1,NL-KVK-41207989,1,null
CNV Internationaal,nl-kvk-54436222-27541,21,1,3,2,1,929475,NL-KVK-54436222,3,NL-KVK-51018586;NL-KVK-54436222;NL-KvK-54436222-27541,1,null
Stichting Wilde Ganzen/ IKON,nl_wg,8,1,2,1,1,638331,NL-KVK-41192276,1,NL-KVK-41192276,2,1;2
NLR,nlr,2,0,2,2,0,55626,NL-KVK-41199723,1,NL-KVK-41199723,2,1;null
NLR Indonesia,nlr_indonesia,1,0,1,1,0,45196,ID-KHH-5018112631240040,1,ID-KHH-5018112631240040,1,1
Netherlands Red Cross,nlrc,1113,0,2,2,0,12631310,NL-KVK-40409352,1,NL-KVK-40409352,2,1;2
NKHOMA MISSION HOSPITAL,nmhiati,1,0,1,1,0,8462,MW-MRA-20123139,1,MW-MRA-20123139,1,1
Northern Network for Education Development,nned,5,0,1,1,0,8985,GH-DSW-2000,1,GH-DSW-2000,1,1
Nepal Netra Jyoti Sangh,nnjs_nepal,1,1,2,1,1,12880,NP-SWC-24,1,NP-SWC-24,1,1
Norad - Norwegian Agency for Development Cooperation,norad,6208,1,2,1,1,28096370,NO-BRC-971277882,1,NO-BRC-971277882,1,null
NORSAAC,norsaac,1,0,1,1,0,1120,GH-DSW-4834,1,GH-DSW-4834,1,1
Norwegian People's Aid,npa,8,1,7,6,1,302998,NO-BRC-871033552,1,NO-BRC-871033552,1,1
"NpM, Platform for Inclusive Finance",npm,3,1,2,1,1,22800,NL-KVK-56185154,1,NL-KVK-56185154,1,1
Nonviolent Peaceforce South Sudan,npss,45,1,4,3,1,220111,SS-RRC-004,3,SS-RRC-004;SS-RRC-SS-RRC-004;XI-IATI-CHE-442.839.246,1,1
Norwegian Refugee Council,nrc,195,1,8,7,1,751343,NO-BRC-977538319,1,NO-BRC-977538319,2,1;null
Natural Resource Governance Institute (NRGI),nrgi,1,1,2,1,1,96733,US-EIN-20-4451390,1,US-EIN-20-4451390,1,null
"Natural Resources Institute, University of Greenwich.",nri,9,1,9,8,1,28948,GB-COH-00986729,1,GB-COH-00986729,1,1
Northern Rangelands Trust,nrt-kenya,6,0,3,3,0,8574,KE-KRA-P051311853T,1,KE-KRA-P051311853T,1,1
Netherlands Space Office,nso,26,1,2,1,1,683928,XI-IATI-NSO,1,XI-IATI-NSO,1,null
Global Network of Sex Work Projects (NSWP),nswp,2,1,2,1,1,59415,GB-COH-SC349355,1,GB-COH-SC349355,1,2
Non-Timber Forest Products Exchange Programme,ntfp-ep,7,1,2,1,1,99861,PH-SEC-CN200324943,1,PH-SEC-CN200324943,1,1
Nuffic,nuffic20171017,4180,0,1,1,0,34310308,NL-KVK-41150085,1,NL-KVK-41150085,2,1;null
Nutrition International,nutritionintl,1,0,1,1,0,28236,CA-CRA_ACR-869974816,1,CA-CRA_ACR-869974816,1,1
National Union of Women With Disabilities of Uganda,nuwodu,1,0,1,1,0,25470,UG-NGO-S59143785,1,UG-NGO-S59143785,1,1
Netherlands Organisation for Scientific Research (NWO),nwo,4,1,2,1,1,40535,NL-KVK-27367015,1,NL-KVK-27367015,1,1
Netherlands Water Partnership,nwp,1,0,1,1,0,20169,NL-KVK-27186453,1,NL-KVK-27186453,1,1
New York University,nyu,1,1,2,1,1,8183,US-EIN-13-5562308,1,US-EIN-13-5562308,1,1
Oxfam Australia,oau,164,1,34,33,1,457971,AU-ACNC-18055208636,1,AU-ACNC-18055208636,1,1
Open Capital Advisors,oca,1,1,2,1,1,6994,KE-RCO-CPR-2010-28036,1,KE-RCO-CPR-2010-28036,1,1
Republic of Korea,odakorea,2922,35,46,44,2,19885376,KR-GOV-010,1,KR-GOV-010,1,1
ODI,odi,41,0,1,1,0,516445,GB-CHC-228248,1,GB-CHC-228248,1,1
ODI Sales Limited,odi_sales_ltd,17,0,1,1,0,137987,GB-COH-07157505,1,GB-COH-07157505,1,1
OECD,oecd,3,1,4,3,1,60740,XM-DAC-47080,1,XM-DAC-47080,1,1
The OPEC Fund for International Development (OFID),ofid,1460,0,1,1,0,31539042,XI-IATI-OFID,1,XI-IATI-OFID,1,null
Opportunity International Savings and Loans Ltd,oisl_gh,2,0,1,1,0,9044,GH-RGD-99389,1,GH-RGD-99389,1,1
Okapi Consulting,okapiconsulting,1,0,1,1,0,2131,ZA-CIP-2005-028883-23,1,XI-IATI-ZA-CIP-2005-028883-23,1,1533000
Olamma Cares Foundation,olammacares,1,0,1,1,0,2307,NG-CAC-IT-NO96562,1,NG-CAC-IT-NO96562,1,1
Oxfam-Magasins du monde (omdm),omdm,5,1,2,1,1,95622,BE-BCE_KBO-0416486821,1,BE-BCE_KBO-0416486821,2,1;2
One Acre Fund,oneacrefund,10,1,2,1,1,234496,US-DOS-64562614,1,US-DOS-64562614,1,1
One to One Children's Fund,onetoonecf,1,1,2,1,1,19951,GB-CHC-1086159,1,GB-CHC-1086159,1,1
Oxfam Novib,onl,6201,1,4,3,1,107672968,NL-KVK-27108436,1,NL-KVK-27108436,2,1;2
Office for National Statistics,ons,1,0,1,1,0,9288,GB-GOV-24,1,GB-GOV-24,1,1
The Open University,open_university,21,19,2,1,1,324570,GB-CHC-000391,1,GB-CHC-000391,1,1
openmindedly,openmindedly,2077,1,24,23,1,2730686,IM-CR-024714B,2,;IM-CR-024714B,1,null
OpenNorth,opennorth,1,1,2,1,1,7097,CA-CRA_ACR-805837713,1,CA-CRA_ACR-805837713,1,1
Oxford Policy Management,opml,42,1,2,1,1,206849,GB-COH-03122495,2,GB-COH-03122495;GB-COH-3122495,1,1
Opportunity International UK,opportunity-international-uk,7,1,2,1,1,188461,GB-COH-05322719,1,GB-COH-05322719,1,1
Options Consultancy Services,options,19,1,12,11,1,266591,GB-COH-2695347,1,GB-COH-2695347,1,1
Oxfam-Quebec,oqc,1,1,2,1,1,22229,CA-CRA_ACR-119075091,1,CA-CRA_ACR-119075091,1,1
Orbis Africa,orbis_africa,1,1,2,1,1,35072,ZA-PBO-930040668,1,ZA-PBO-930040668,1,1
Orbis Ethiopia,orbis_ethiopia,1,1,2,1,1,48936,ET-CSA-1063,1,ET-CSA-1063,1,1
Orbis International,orbis_international,3,1,4,3,1,62356,US-EIN-237297651,1,US-EIN-237297651,1,1
Orbis Charitable Trust,orbis_uk,3,1,4,3,1,120960,GB-CHC-1061352,1,GB-CHC-1061352,1,1
Fundación Oriéntame,orientame,1,1,2,1,1,2774,CO-RUE-860049972,2,CO-CCB-CO-RUE-860049972;CO-RUE-860049972,1,1
Oxfam Wereldwinkels,oww,3,1,2,1,1,41221,BE-BCE_KBO-0415365777,1,BE-BCE_KBO-0415365777,2,1;2
Oxfam GB,oxfamgb,3535,1,77,76,1,31449935,GB-CHC-202918,1,GB-CHC-202918,1,null
Oxfam India,oxfamindia,1,1,2,1,1,14983,IN-MCA-U74999DL2004NPL131340,2,IN-MCA-U74999DL2004NPL131340;oxfam_india,1,1
Oxfam Intermón,oxfamintermon,83,1,3,2,1,347843,ES-CIF-G-8236803,1,ES-CIF-G-8236803,1,1
Oxfam America,oxfamus,401,1,2,1,1,799602,US-EIN-23-7069110,1,US-EIN-23-7069110,3,1;02;2
The University of Oxford,oxford,4,1,4,3,1,80605,GB-UKPRN-10007774,1,GB-UKPRN-10007774,1,1
Oxfam Solidarité-Solidariteit,oxsol,14,1,2,1,1,426167,BE-BCE_KBO-0408643875,1,BE-BCE_KBO-0408643875,2,1;2
One Young World,oyw,7,1,2,1,1,29157,GB-CHC-1147298,1,GB-CHC-1147298,1,1
Programming Their Future,p-t-f-,1,0,1,1,0,52465,NL-KVK-74064800,1,NL-KVK-74064800,1,1
Practical Action,pa,841,0,1,1,0,5763991,GB-COH-871954,1,GB-COH-871954,1,1
Palliative Care Association of Malawi,pacam,1,1,2,1,1,13032,MW-NBM-NGO/L/18/024,1,MW-NBM-NGO/L/18/024,1,1
Pan African Climate Justice Alliance,pacja,2,1,2,1,1,53501,KE-NCB-OP218051200904966065,1,KE-NCB-OP218051200904966065,1,1
Pact,pact,148,2,3,1,2,223624,US-EIN-13-2702768,2,US-EIN-13-2702768;US-EIN-US-EIN-13-2702768,1,1
The Princess Alia Foundation,paf_2018,6,0,1,1,0,162361,JO-MSD-2009011100178,1,JO-MSD-2009011100178,1,1
Pan Africa ILGA,pai155669,2,1,2,1,1,30175,ZA-NPO-155-669,1,ZA-NPO-155669,2,1;2
Palladium International Ltd (UK),palladium,42,1,2,1,1,874425,GB-COH-2394229,2,GB-COH-02394229;GB-COH-2394229,1,1
Palladium Europe,palladium_eur,1,1,2,1,1,30787,NL-KVK-30114696,1,NL-KVK-30114696,1,1
Paradigm Initiative,paradigm,1,0,1,1,0,29299,NG-CAC-30547,1,NG-CAC-30547,1,1
Commune de Parakou - Bénin,parakou,5,1,2,1,1,451623,BJ-IFU-6201000068802,5,BJ-IFU-6201000068802;BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
partos,partos_nl,14,1,2,1,1,253228,NL-KVK-34214586,1,NL-KVK-34214586,1,1
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,1,1,2,1,1,37062,BJ-IFU-6201500233008,1,BJ-IFU-6201500233008,1,null
Partnership for African Social & Governance Research (PASGR),pasgr,1,0,1,1,0,35560,KE-RCO-CPR/2011/63463,1,KE-RCO-CPR/2011/63463,1,1
Pathfinder International,pathfinder1,2,1,2,1,1,304974,US-EIN-53-0235320,1,US-EIN-53-0235320,1,1
PAX,pax,21,1,8,7,1,707154,NL-KVK-30214009,1,NL-KVK-30214009,1,null
Peace Brigades International,pbi_io,1,0,1,1,0,3737,US-EIN-91-1179750,1,US-EIN-US-EIN-91-1179750,1,1
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,2,1,3,2,1,52564,ML-NIF-400100027H,1,ML-NIF-400100027H,1,null
Prince Claus Fund,pcf,116,0,8,8,0,1012322,NL-KVK-41159889,1,NL-KVK-41159889,2,1;null
Palliative Care Support Trust,pcst,2,1,2,1,1,21872,MW-RG-2977,1,MW-RG-2977,1,1
Peace Direct,peacedirect,1,0,1,1,0,16860,GB-CHC-1123241,1,GB-COH-1123241,1,1
PEAS (Promoting Equality in African Schools),peas,3,0,1,1,0,55582,GB-CHC-1126550,2,GB-CHC-1126550;null,1,1
Pegasys Limited,pegasys-eu,3,0,1,1,0,76784,GB-COH-10333897,1,GB-COH-10333897,1,1
Yayasan PEKKA,pekka_21,1,0,1,1,0,67112,ID-KHH-AHU-0013363.AH.01.04,1,ID-KHH-AHU-0013363.AH.01.04,1,null
People In Aid,peopleinaid,1,0,1,1,0,40022,GB-CHC-1078768,1,GB-CHC-1078768,1,1
"Entiqal for Training ""Partners for Good""",pfg,1,1,2,1,1,88704,JO-CCD-200006694,1,JO-CCD-200006694,1,1
Pastoralist Girls Initiative,pgi_kenya,1,0,1,1,0,175802,KE-NCB-KENCBOP218051200802235390,1,KE-NCB-KE-NCB-KENCBOP218051200802235390,1,1
PHASE Nepal,phase-nepal,0,1,1,0,1,497,NP-DAO-531/062/063,1,NP-DAO-531/062/063,0,
PHASE Worldwide,phase_worldwide,4,1,2,1,1,72726,GB-CHC-1112734,1,GB-CHC-1112734,1,1
Project Harar,phe,1,1,2,1,1,46126,GB-CHC-1094272,1,GB-CHC-1094272,1,1
The Proforest Initiative UK,pi-uk,2,1,2,1,1,10499,GB-CHC-1137523,1,GB-CHC-1137523,1,1
Plan International Belgium,pib,14,1,7,6,1,249160,BE-BCE_KBO-0425420917,1,BE-BCE_KBO-0425420917,2,1;2
Private Infrastructure Development Group,pidg,142,0,2,2,0,2993332,XM-DAC-47086,1,XM-DAC-47086,1,null
Public International Law & Policy Group,pilpg,1,0,1,1,0,5339,US-EIN-04-3309296,1,XI-IATI-N00005212609,1,1
People in Need,pin,395,0,1,1,0,768412,CZ-ICO-25755277,1,CZ-ICO-25755277,1,1
Plataforma Moçambicana da Água (PLAMA),plama,2,1,2,1,1,56357,MZ-NUIT-700179850,1,MZ-NUIT-700179850,1,1
Plan Ireland Charitable Assistance Limited,plan_ireland,1,1,2,1,1,3065,IE-CHY-15037,1,IE-CHY-15037,1,1
Plan International UK,plan_uk,328,1,2,1,1,2386949,GB-COH-1364201,1,GB-COH-1364201,2,0;1
Plan International USA,plan_usa,19,0,18,18,0,104558,US-IRS-13-5661832,1,US-IRS-13-5661832,1,1
Plan International Finland,planinternationalfinland,25,0,1,1,0,252427,FI-PRO-1498487-2,1,FI-PRO-1498487-2,2,1;null
Plan International Netherlands,plannlno,224,1,2,1,1,8564409,NL-KVK-41198890,1,NL-KVK-41198890,1,null
PlanBørnefonden,plb,2,0,1,1,0,27126,DK-CVR-20356731,1,DK-CVR-20356731,1,1
Population Media Center,pmc,2,0,1,1,0,5447,US-EIN-030358029,1,US-EIN-030358029,1,1
Promundo-US,pmo-us,6,1,4,3,1,170083,US-EIN-26-1931968,1,US-EIN-26-1931968,1,1
Commune de Pobè - Bénin,pobe,5,1,2,1,1,401358,BJ-IFU-6201200579608,5,BJ-IFU-6200901944209;BJ-IFU-6200901944805;BJ-IFU-6201001076902;BJ-IFU-6201001843703;BJ-IFU-6201200579608,1,null
Soluciones en Legislación y Política Ambiental AC,polea,1,0,1,1,0,3475,MX-RFC-SLP1412039F3,1,MX-RFC-SLP1412039F3,1,1
PONT,pont,1,0,1,1,0,3884,GB-CHC-1125948,1,GB-CHC-1125948,1,1
Pontis Foundation,pontis,15,1,9,8,1,80884,SK-ZRSR-31784828,1,SK-ZRSR-31784828,1,1
"The Population Council, Inc.",populationcouncil,6,1,2,1,1,70317,US-EIN-13-1687001,1,US-EIN-13-1687001,1,1
PositiveNegatives,posneg,1,1,2,1,1,4288,GB-COH-08212556,1,GB-COH-08212556,1,1
Power International,power,1,1,2,1,1,7728,GB-CHC-1059996,1,GB-CHC-1059996,1,null
PPAG,ppag_123,1,0,1,1,0,96894,GH-RGD-CG001532017,1,GH-RGD-CG001532017,1,1
People's Process on Housing and Poverty in Zambia,pphpz,1,1,2,1,1,4833,ZM-PCR-10104052014,1,ZM-PCR-10104052014,1,1
PRACTICA Foundation,practica,10,1,2,1,1,60881,NL-KVK-09119363,1,NL-KVK-09119363,1,1
Pragya India,pragya,1,1,2,1,1,25753,IN-AR-775,1,IN-AR-775,1,1
Protecting Families Against HIV/AIDS,prefa_1,2,1,2,1,1,25265,UG-NGB-63360,1,UG-NGB-63360,1,1
Penal Reform International,pri,8,0,1,1,0,512893,GB-COH-04154075,1,GB-COH-04154075,1,1
PRI Association,pri_icf,1,0,1,1,0,2751,GB-COH-7207947,1,GB-COH-7207947,1,1
Asociación Profamilia,profamilia,1,0,1,1,0,44869,CO-RUE-860013779-5,1,CO-RUE-860013779-5,1,1
Progressio (closed),progressio,10,1,2,1,1,109013,GB-CHC-294329,2,GB-CHC-294329;null,1,1
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,1,1,2,1,1,6013,PE-SUNARP-11744379,1,PE-SUNARP-11744379,1,1
Cross-Government Prosperity Fund,prosperityfund,27,1,2,1,1,131477,GB-GOV-50,1,GB-GOV-50,1,null
Prospero Limited,prospero,0,0,0,0,0,0,ZM-PCR-12015013762,0,,0,
Protos,protos,13,1,2,1,1,422205,BE-BCE_KBO-0417299047,1,BE-BCE_KBO-0417299047,2,1;2
Population Service International,psi,18,1,14,13,1,3166597,21032,1,XI-IATI-21032,1,1
Population Services Kenya,pskenya_19,19,0,1,1,0,36396,KE-NCB-2180511304359047,1,KE-NCB-2180511304359047,1,1
Population Services and Training Centre (PSTC),pstc_1102,2,1,2,1,1,100655,BD-NAB-1102,1,BD-NAB-1102,1,1
PUM Netherlands,pumnl,57,1,2,1,1,206384,NL-KVK-41160229,1,NL-KVK-41160229,1,1
Pump Aid,pumpaid,2,1,2,1,1,25570,GB-CHC-1077889,1,GB-CHC-1077889,1,1
PwC,pwc,12,0,1,1,0,1279638,GB-COH-03580586,1,GB-COH-03580586,1,1
PricewaterhouseCoopers Private Limited India,pwcplindia,27,2,2,1,1,314076,IN-MCA-U74140WB1983PTC036093,1,IN-MCA-U74140WB1983PTC036093,1,1
Palestinian Working Women Society for Development,pwwsd_2022,1,0,1,1,0,11735,PS-MOI-RA279C,1,PS-MOI-RA279C,1,1
Publish What You Fund,pwyf,6,1,2,1,1,35601,GB-COH-07676886,1,GB-COH-07676886,1,null
The Queen Elizabeth Diamond Jubilee Trust,qedjt,14,1,9,8,1,24667,GB-CHC-1145640,1,GB-CHC-1145640,1,1
Queen Rania Foundation for Education and Development,qrfed,90,1,3,2,1,139242,JO-MSD-2013011100066,1,JO-MSD-2013011100066,1,1
Quinoa,quinoa,5,1,2,1,1,79026,BE-BCE_KBO-0445741823,1,BE-BCE_KBO-0445741823,2,1;2
Results for Development,r4d,9,1,2,1,1,60993,US-EIN-20-8530747,1,US-EIN-20-8530747,1,1
Rabo Partnerships,rabo_partnerships,7,0,1,1,0,17672,NL-KVK-30114598,1,NL-KVK-30114598,1,1
Reach A Hand Uganda,rahuug,6,1,2,1,1,10923,UG-NGB-12317,1,UG-NGB-12317,1,1
Rainforest Alliance,rainforest-alliance,7,0,1,1,0,32439,US-EIN-13-3377893,1,US-EIN-13-3377893,1,1
RAIN Foundation (former),rainfoundation,116,0,3,3,0,1606835,NL-KVK-34200988 (deprecated),2,NL-KVK-34200988;NL-KVK-41208024,1,1
Regional Advisory Information and Network Systems,rains,2,1,2,1,1,21807,GH-DSW-1103,1,GH-DSW-1103,1,1
Raleigh International,raleigh_int,2,1,3,2,1,35384,GB-CHC-1047653,1,GB-CHC-1047653,1,1
Rainforest Action Network,ran,1,1,2,1,1,28548,US-EIN-94-3045180,1,US-EIN-94-3045180,1,1
Railway Children,rc,6,1,2,1,1,105969,GB-CHC-1058991,1,GB-CHC-1058991,1,1
Railway Children Africa,rc2africa,1,0,1,1,0,26924,TZ-TRA-110-664-087,1,TZ-TRA-110-664-087,1,1
Rotary Clubs For Development,rc4d,9,1,3,2,1,80786,BE-BCE_KBO-0419189557,1,BE-BCE_KBO-0419189557,2,1;2
Royal Commonwealth Ex-Sevices League,rcel,1,1,2,1,1,144211,GB-CHC-1174874,1,GB-CHC-1174874,1,1
Royal College of General Practitioners (RCGP),rcgp-international,1,0,1,1,0,3164,GB-CHC-223106,1,GB-CHC-223106,1,1
RCN Justice & Démocratie,rcn,12,1,2,1,1,313202,BE-BCE_KBO-0454555163,1,BE-BCE_KBO-0454555163,2,1;2
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,1,0,1,1,0,4146,GB-CHC-213280,1,GB-CHC-213280,1,1
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,2,0,1,1,0,4126,IQ-NGO-1Z2634,1,IQ-NGO-1Z2634,1,1
Save the Children DK,redbarnet,36,0,13,13,0,116119,DK-CVR-63407216,1,DK-CVR-63407216,1,1
Stichting Red een Kind,redeenkind,13,0,2,2,0,157641,NL-KVK-41022454,1,NL-KVK-41022454,1,null
RedR UK,redruk,1,1,2,1,1,5923,GB-CHC-1079752,1,GB-CHC-1079752,1,1
Resource Extraction Monitoring,rem,4,0,4,4,0,16659,GB-COH-4905100,1,GB-COH-4905100,1,2
Resilience,resilience,2,1,2,1,1,66419,NL-KVK-09181221,1,NL-KVK-09181221,1,1
Restart Center,restartcenter,1,0,1,1,0,8506,LB-MOI-6491,1,LB-MOI-6491,1,1
Restless Development,restless,15,1,11,10,1,1244198,GB-CHC-1127488,1,GB-CHC-1127488,1,1
Retrak,retrak,0,1,1,0,1,490,GB-CHC-1122799,1,GB-CHC-1122799,0,
Rahnuma-Family Planning Assocation of Pakistan,rfpap,2,1,2,1,1,17670,PK-MSW-633-1965,1,PK-MSW-633-1965,1,1
Rainforest Foundation UK,rfuk,4,1,4,3,1,217168,GB-CHC-1138287,1,GB-CHC-1138287,1,1
Relief International UK,ri-uk,8,1,2,1,1,562233,GB-CHC-1098106,1,GB-CHC-1098106,1,1
Royal Institute of International Affairs,riia,2,1,2,1,1,21610,GB-CHC-208223,1,GB-CHC-208223,1,1
Rikolto,rikolto,13,1,2,1,1,754933,BE-BCE_KBO-0662878501,1,BE-BCE_KBO-0662878501,1,2
Rikolto in Belgium,rikolto_belgium,3,1,2,1,1,37130,BE-BCE_KBO-0420656336,1,BE-BCE_KBO-0420656336,2,1;2
Riverrecycle Oy,riverrecycle,1,1,2,1,1,10897,FI-PRO3087706-5,1,FI-PRO-3087706-5,1,1
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,17,1,2,1,1,231313,BE-BCE_KBO-0461634084,1,BE-BCE_KBO-0461634084,2,1;2
Radio La Benevolencija,rlb,2,0,1,1,0,33222,NL-KVK-34176587,1,NL-KVK-34176587,1,null
Universiti Malaya,rmc_um,2,0,1,1,0,7844,XI-GRID-grid.10347.31,1,XI-GRID-grid.10347.31,1,1
Responsible Mining Foundation,rmf,0,1,1,0,1,3811,CH-FDJP-CHE232974628,1,CH-FDJP-CHE23974628,0,
Rene Moawad Foundation,rmf-lb,1,0,1,1,0,29483,LB-MOI-110,1,LB-MOI-110,1,1
Rocky Mountain Institute,rmi,2,1,3,2,1,11537,US-EIN-74-2244146,1,US-EIN-74-2244146,1,1
Royal National Lifeboat Institution (RNLI),rnli_international,1,1,2,1,1,31426,GB-CHC-209603,1,GB-CHC-209603,1,1
Stichting RNW Media,rnw_org,5,0,1,1,0,56295,NL-KVK-32022621,1,NL-KVK-32022621,1,1
Rojiroti UK,rojiroti,1,1,2,1,1,21197,GB-CHC-1147083,1,GB-CHC-1147083,1,1
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,1,1,2,1,1,10279,CO-RUE-900.683.942-8,1,CO-RUE-900.683.942-8,1,1
Rights and Resources Initaitive,rri,1,0,1,1,0,6607,US-EIN-20-3690821,1,US-EIN-20-3690821,1,1
Royal Society for the Protection of Birds,rspb_,1,0,1,1,0,28176,GB-CHC-207076,1,GB-CHC-207076,1,1
Right to Play Netherlands Foundation,rtp,1,1,2,1,1,12294,NL-KVK-24365461,1,NL-KVK-24365461,1,1
RUAF Foundation,ruaf,4,1,5,4,1,22091,NL-KVK-32102434,1,NL-KVK-32102434,1,1
Rutgers,rutgers,59,1,2,1,1,2244474,NL-KVK-41193594,1,NL-KVK-41193594,1,1
Netherlands Enterprise Agency (RVO),rvo,3999,0,2,2,0,35563251,NL-KVK-27378529,1,NL-KVK-27378529,2,1;2
Send a Cow Kenya,sac_kenya,1,0,1,1,0,19322,KE-NCB-2180511703310709,1,KE-NCB-2180511703310709,1,1
Southern African Catholic Bishops' Conference Aids Office,sacbc,1,0,1,1,0,22566,ZA-NPO-061-870,1,ZA-NPO-061-870,1,1
Send a Cow Ethiopia,sacethiopia,2,1,2,1,1,80792,ET-CSA-0638,1,ET-MOT-0638,1,1
Send a Cow Uganda,sacu,2,1,2,1,1,236219,SACU,1,sacu,1,1
Saferworld,saferworld,104,1,3,2,1,1732691,GB-CHC-1043843,1,GB-CHC-1043843,2,1;null
The Salvation Army International Development UK,said-uk,1,0,1,1,0,4350,GB-CHC-214779,1,GB-CHC-214779,1,1
The Samdhana Institute,samdhana_institute,1,0,1,1,0,96937,PH-SEC-CN200340507,1,PH-SEC-CN200340507,1,1
South African Network of People who Use Drugs,sanpud,3,0,1,1,0,84482,ZA-NPO-213-268,1,ZA-NPO-213-268,2,1;2
Small Arms Survey,sas_sana,1,0,1,1,0,9764,XM-DAC-30009,1,XM-DAC-30009,1,1
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,1,0,1,1,0,4943,GB-COH-07964746,1,GB-COH-07964746,1,1
Savana Signatures,savsign-org,1,0,1,1,0,15641,GH-DSW-4711,1,GH-DSW-4711 ,1,null
South Asian Women Development Forum,sawdf-admin,2,0,1,1,0,5986,NP-SWC-37725,1,NP-CRO-601371123,1,1
