Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Panos Institute West Africa (PIWA),ipao,0,0,0,72,0,38,0,0,0,12,0,0,0,72,0,38,0,0,0,12
Paradigm Initiative,paradigm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Partnership for African Social & Governance Research (PASGR),pasgr,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
partos,partos_nl,86,0,0,100,0,0,100,0,29,35,86,0,0,100,0,0,100,0,29,35
Pastoralist Girls Initiative,pgi_kenya,100,0,0,100,0,0,0,100,0,33,100,0,0,100,0,0,0,100,0,33
PATH,_path_,100,0,0,100,0,67,0,100,0,41,100,0,0,100,0,67,0,100,0,41
Pathfinder International,pathfinder1,0,0,0,0,0,100,0,100,100,33,0,0,0,0,0,100,0,100,100,33
PAX,pax,100,24,0,100,0,38,100,36,81,53,100,24,24,100,0,38,100,36,81,56
Peace Brigades International,pbi_io,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Peace Direct,peacedirect,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
PEAS (Promoting Equality in African Schools),peas,100,67,33,67,0,33,67,50,0,46,100,67,33,67,0,67,67,50,0,50
Pegasys Limited,pegasys-eu,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Penal Reform International,pri,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
People In Aid,peopleinaid,100,0,0,100,0,100,0,100,0,44,100,0,0,100,0,100,0,100,0,44
People in Need,pin,0,0,0,9,0,0,0,3,0,1,0,0,0,9,0,0,0,3,0,1
People's Process on Housing and Poverty in Zambia,pphpz,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
PHASE Nepal,phase-nepal,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
PHASE Worldwide,phase_worldwide,100,100,100,100,0,0,0,0,0,44,100,100,100,100,0,0,0,0,0,44
Plan International Belgium,pib,93,86,86,100,0,21,100,83,86,73,93,86,86,100,0,21,100,83,86,73
Plan International Finland,planinternationalfinland,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Plan International Netherlands,plannlno,100,7,0,92,0,4,96,0,83,42,100,7,0,92,0,4,96,0,83,42
Plan International UK,plan_uk,93,0,0,100,0,0,86,60,0,38,93,0,0,100,0,0,86,60,0,38
Plan International USA,plan_usa,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
Plan Ireland Charitable Assistance Limited,plan_ireland,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
PlanBørnefonden,plb,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0
Plataforma Moçambicana da Água (PLAMA),plama,100,0,0,100,0,100,100,0,100,56,100,0,0,100,0,100,100,0,100,56
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
PONT,pont,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Pontis Foundation,pontis,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Population Media Center,pmc,50,0,0,50,0,0,0,100,0,22,50,0,0,50,0,0,0,100,0,22
Population Service International,psi,90,0,0,70,0,20,100,38,80,44,90,0,0,70,0,20,100,38,80,44
Population Services and Training Centre (PSTC),pstc_1102,0,0,0,100,0,100,0,0,100,33,0,0,0,100,0,100,0,0,100,33
Population Services Kenya,pskenya_19,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
PositiveNegatives,posneg,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
Power International,power,0,0,0,100,0,100,100,0,0,33,0,0,0,100,0,100,100,0,0,33
PPAG,ppag_123,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
PRACTICA Foundation,practica,0,0,0,100,0,0,100,33,0,26,0,0,0,100,0,0,100,33,0,26
Practical Action,pa,100,0,0,100,0,3,0,41,0,27,100,0,0,100,0,3,0,41,0,27
Pragya India,pragya,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
PRI Association,pri_icf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
PricewaterhouseCoopers Private Limited India,pwcplindia,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
Prince Claus Fund,pcf,100,17,9,100,0,17,100,0,48,43,100,17,9,100,0,17,100,0,48,43
Private Infrastructure Development Group,pidg,100,0,0,100,0,0,100,55,64,47,100,0,0,100,0,0,100,55,64,47
Programming Their Future,p-t-f-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Progressio (closed),progressio,50,0,0,80,0,50,90,22,0,32,50,0,0,80,0,50,90,22,0,32
Project Harar,phe,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Promundo-US,pmo-us,0,0,0,100,0,0,100,50,67,35,0,0,0,100,0,0,100,50,67,35
Prospero Limited,prospero,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Protecting Families Against HIV/AIDS,prefa_1,0,100,100,100,0,100,0,100,0,56,0,100,100,100,0,100,0,100,0,56
Protos,protos,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Public International Law & Policy Group,pilpg,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Publish What You Fund,pwyf,100,0,0,100,0,0,100,-,17,35,100,0,0,100,0,0,100,-,17,35
PUM Netherlands,pumnl,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Pump Aid,pumpaid,100,100,100,100,0,100,0,100,0,67,100,100,100,100,0,100,0,100,0,67
PwC,pwc,14,0,0,86,0,0,100,100,0,33,14,0,0,86,0,0,100,100,0,33
Queen Rania Foundation for Education and Development,qrfed,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Quinoa,quinoa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rabo Partnerships,rabo_partnerships,0,0,0,100,0,0,0,43,0,16,0,0,0,100,0,0,0,43,0,16
Radio La Benevolencija,rlb,100,0,0,100,0,100,100,-,100,56,100,0,0,100,0,100,100,-,100,56
Rahnuma-Family Planning Assocation of Pakistan,rfpap,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Railway Children,rc,100,0,0,100,0,50,25,100,0,42,100,0,0,100,0,50,25,100,0,42
Railway Children Africa,rc2africa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
RAIN Foundation (former),rainfoundation,100,100,78,100,0,100,100,50,17,72,100,100,100,100,0,100,100,50,17,74
Rainforest Action Network,ran,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rainforest Alliance,rainforest-alliance,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
Rainforest Foundation UK,rfuk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Raleigh International,raleigh_int,100,0,0,100,0,50,100,100,0,50,100,0,0,100,0,50,100,100,0,50
RCN Justice & Démocratie,rcn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Reach A Hand Uganda,rahuug,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,83,-,0,20
Red Cross Red Crescent Climate Centre,climate_centre,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
RedR UK,redruk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Regional Advisory Information and Network Systems,rains,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Relief International UK,ri-uk,40,0,0,100,0,20,100,20,40,36,40,0,0,100,0,20,100,20,40,36
Rene Moawad Foundation,rmf-lb,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Republic of Korea,odakorea,0,97,0,99,0,0,97,26,64,43,0,97,0,100,0,0,97,26,64,43
Resilience,resilience,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Resource Extraction Monitoring,rem,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Responsible Mining Foundation,rmf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Restart Center,restartcenter,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Restless Development,restless,80,0,0,100,0,40,100,100,0,47,80,0,0,100,0,40,100,100,0,47
Results for Development,r4d,78,0,0,100,0,0,100,-,0,31,78,0,0,100,0,0,100,-,0,31
Retrak,retrak,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Right to Play Netherlands Foundation,rtp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rights and Resources Initaitive,rri,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
Rikolto,rikolto,92,85,85,100,0,0,100,75,92,70,92,85,85,100,0,0,100,75,92,70
Rikolto in Belgium,rikolto_belgium,100,0,0,100,0,0,100,0,33,37,100,0,0,100,0,0,100,0,33,37
Riverrecycle Oy,riverrecycle,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
Rocky Mountain Institute,rmi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,100,92,92,100,0,0,100,58,92,70,100,92,92,100,0,0,100,58,92,70
Rojiroti UK,rojiroti,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rotary Clubs For Development,rc4d,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Royal College of General Practitioners (RCGP),rcgp-international,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0,0,0,0,0,0,100,-,0,11,0,0,0,0,0,0,100,-,0,11
Royal Commonwealth Ex-Sevices League,rcel,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Royal Institute of International Affairs,riia,0,0,0,50,0,0,0,-,0,6,0,0,0,50,0,0,0,-,0,6
Royal National Lifeboat Institution (RNLI),rnli_international,100,100,100,100,100,0,100,0,100,78,100,100,100,100,100,0,100,0,100,78
Royal Netherlands Football Association,knvb,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Royal Society for the Protection of Birds,rspb_,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Royal Tropical Institute,kit,100,0,0,79,0,4,88,38,67,42,100,0,0,79,0,4,88,38,67,42
RUAF Foundation,ruaf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Rutgers,rutgers,83,0,0,100,14,9,100,33,77,46,83,0,0,100,14,9,100,33,77,46
Sabre Education Limited,sct,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Saferworld,saferworld,91,0,0,100,0,50,2,44,22,34,91,0,0,100,0,50,2,44,22,34
Samaritan's Purse UK,spuk,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
Sana'a Center for Strategic Studies,scss,100,0,0,100,0,100,100,0,100,56,100,0,0,100,0,100,100,0,100,56
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Savana Signatures,savsign-org,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Save the Children DK,redbarnet,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
Save the Children International,sci,100,0,0,100,0,2,100,30,4,37,100,0,0,100,0,2,100,30,4,37
Save the Children Netherlands,scnl,90,8,0,100,0,15,100,29,62,45,90,8,0,100,0,15,100,29,62,45
Save the Children UK,scuk,100,0,0,0,0,0,100,36,0,26,100,0,0,0,0,0,100,36,0,26
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,100,25,25,100,0,25,100,100,50,58,100,25,25,100,0,25,100,100,50,58
Scotland's International Development Alliance,sinda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Scottish Catholic International Aid Fund (SCIAF),sciaf,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
"SDSN Association, Inc.",sdsna,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
Search for Common Ground (SFCG),sfcg,25,6,0,100,0,50,100,20,44,38,25,6,0,100,0,50,100,20,44,38
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,100,0,0,100,0,0,0,0,0,22,100,0,0,100,0,0,0,0,0,22
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Seefar,seefar,50,0,0,100,0,50,50,-,0,28,50,0,0,100,0,50,50,-,0,28
SeeYou Foundation,syf,100,0,0,100,0,0,0,100,75,42,100,0,0,100,0,0,0,100,75,42
Sehat Kahani (Community Innovation Hub),sehatkahanicih,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
Self Help Africa,self-help-africa,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Send a Cow,sendacow,83,0,0,100,0,83,100,50,0,46,83,0,0,100,0,83,100,50,0,46
Send a Cow Ethiopia,sacethiopia,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Send a Cow Kenya,sac_kenya,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Send a Cow Uganda,sacu,0,0,0,100,0,0,100,100,0,33,0,0,0,100,0,0,100,100,0,33
Sense International,sense_international,100,0,0,100,0,0,100,50,0,39,100,0,0,100,0,0,100,50,0,39
Sensorial Handicap Cooperation,shc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,100,0,0,100,0,0,0,55,9,29,100,0,0,100,0,0,0,55,9,29
Shack Dwellers International - Kenya,sdi-k,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
ShelterBox,shelterbox,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Shift Project Ltd.,shiftproject,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0
Shortlist Professionals Limited,shortlistogti,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
Sightsavers,ss-org,100,88,77,100,0,33,100,75,50,69,100,88,88,100,0,33,100,75,50,70
Signal,signal,100,0,0,100,0,0,0,100,0,33,100,0,0,100,0,0,0,100,0,33
SIHA Network,siharegional,100,0,0,100,0,50,100,100,100,61,100,0,0,100,0,50,100,100,100,61
siiqqee Women's Development Association,swda,100,100,100,100,0,0,100,0,100,67,100,100,100,100,0,0,100,0,100,67
Silsab Foundation,silsab1-_,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Simavi,simavi,100,0,0,100,0,5,100,0,53,40,100,0,0,100,0,11,100,0,53,40
Simprints,simprints,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Siren Associates,siren,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Sisonke National Sex Workers Movement,sisonke,100,0,0,100,0,0,100,100,67,52,100,0,0,100,0,0,100,100,67,52
Slovenia - Ministry of Foreign Affairs,si-mfa,0,0,0,100,0,0,100,0,0,22,0,0,0,100,0,0,100,0,0,22
Slum Dwellers International,sdi-int,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Small Arms Survey,sas_sana,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SNV Netherlands Development Organisation,snv,96,100,100,69,0,100,96,64,100,81,96,100,100,69,0,100,96,64,100,81
SOAS University of London,soas,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Sociaal-Economische Raad,ser,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
Social Accountability International,social_accountability_international,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Social Development Direct Limited,sddirect,36,0,0,86,0,0,0,75,0,22,36,0,0,86,0,0,0,75,0,22
"Social Fund for Development, Yemen",sfd-yemen,0,100,0,0,0,0,0,0,0,11,0,100,0,0,0,0,0,0,0,11
Social Impact Lab CIC,simlab,0,0,0,0,0,0,50,100,0,17,0,0,0,100,0,0,50,100,0,28
Social Watch Benin,swb_1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Société Nationale des eaux du Bénin (SONEB),soneb-benin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SolarNow Services (U) Ltd,solarnowsofa,100,100,25,0,0,0,25,100,100,50,100,100,25,0,0,0,50,100,100,53
Solidagro,solidagro_admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Solidar Suisse,solidarsuisse,100,0,0,100,0,100,0,100,100,56,100,0,0,100,0,100,0,100,100,56
Solidaridad,solidaridad,100,0,0,99,0,2,9,39,74,36,100,0,0,99,0,2,9,39,74,36
Solidaridad Europe,solidaridad-europe,100,0,0,100,0,12,100,0,38,39,100,0,0,100,0,12,100,0,38,39
Solidaridad South & South-East Asia,solidaridad-ssea,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Solidaridad West Africa,solidaridad-waf,100,0,0,100,0,0,100,100,67,52,100,0,0,100,0,0,100,100,67,52
Solidarites International,solidarites-international,100,0,0,80,0,20,100,0,100,44,100,0,0,80,0,20,100,0,100,44
Solsoc,solsoc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Soluciones en Legislación y Política Ambiental AC,polea,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Sonke Gender Justice,sjg,38,0,0,100,0,12,100,100,62,46,38,0,0,100,0,12,100,100,62,46
SOS Børnebyerne,sosdk,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
SOS Children's Villages Kenya,soscvkenya,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SOS Children's Villages The Netherlands,sosnl,0,31,23,100,0,0,23,11,92,31,0,31,23,100,0,0,23,11,92,31
SOS FAIM - SOS HUNGER,sosfaim,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SOS Italia,sosvdb_italia,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SOS Jeunesse et Défis,sosjd6,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
SOS Sahel International UK,sossaheluk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Sound Seekers Limited,soundseekers,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
South African Network of People who Use Drugs,sanpud,100,0,0,100,0,0,100,100,67,52,100,0,0,100,0,0,100,100,67,52
South Asian Women Development Forum,sawdf-admin,100,0,0,100,0,0,0,0,0,22,100,0,0,100,0,0,0,0,0,22
South West International Development Network,swidn,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
Southern African Catholic Bishops' Conference Aids Office,sacbc,100,100,0,100,0,0,100,100,100,67,100,100,0,100,0,0,100,100,100,67
SouthSouthNorth,ssn,100,0,0,100,0,10,10,38,0,29,100,0,0,100,0,10,10,38,0,29
Sowt podcasting and training L.L.C,sowt,0,0,0,100,100,0,0,0,100,33,0,0,0,100,100,0,0,0,100,33
Spain - Ministry of Foreign Affairs and Cooperation,maec,100,6,0,100,0,0,100,24,0,37,100,6,0,100,0,0,100,24,0,37
Spanish Agency for International Development Cooperation (AECID),aecid,100,0,0,100,0,0,100,50,0,39,100,0,0,100,0,0,100,50,0,39
SPARK,spark,50,0,0,100,0,100,100,0,100,50,50,0,0,100,0,100,100,0,100,50
Special Hope Network,shn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stakeholder Democracy Network,sdn,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
STAR-Ghana Foundation,star_ghanafoundation,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Stars Foundation,starsfoundation,0,0,0,0,0,0,100,-,0,11,0,0,0,0,0,0,100,-,0,11
STC International,stc-international,100,100,100,100,0,100,100,0,0,67,100,100,100,100,0,100,100,0,0,67
Stellenbosch University,su-impala,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stichting ActionAId,aanl,100,0,0,100,0,0,100,-,100,44,100,0,0,100,0,0,100,-,100,44
Stichting Aflatoun International,aflatoun,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stichting Agriterra,agriterra,100,4,0,100,0,0,100,80,4,43,100,4,0,100,0,0,100,80,4,43
Stichting Aidenvironment,aidenvironment,100,100,0,100,0,100,100,33,100,70,100,100,100,100,0,100,100,33,100,81
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stichting Deltares,deltares,54,0,0,100,0,8,0,0,85,27,54,0,0,100,0,8,0,0,85,27
Stichting Fern,stichtingfern,0,0,0,100,0,0,18,59,0,20,0,0,0,100,0,0,18,59,0,20
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,91,0,0,100,0,49,0,20,2,29,91,0,0,100,0,49,0,20,2,29
Stichting Habitat for Humanity Nederland,hfhnl,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stichting Health Action International,hai,100,67,67,33,0,67,100,0,33,52,100,67,67,33,0,67,100,0,33,52
Stichting Humana,humana_houben,100,100,0,100,0,0,100,100,0,56,100,100,0,100,0,0,100,100,0,56
Stichting Kinderpostzegels Nederland,skn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,100,0,0,100,0,0,0,0,50,28,100,0,0,100,0,0,0,0,50,28
Stichting Liliane Fonds,slf,100,100,100,100,0,100,100,80,86,85,100,100,100,100,0,100,100,80,86,85
Stichting Mayday Rescue Foundation,maydayrescue,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,0,0,0,100,0,100,100,0,33,37,0,0,0,100,0,100,100,0,33,37
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100,0,0,100,0,0,100,-,50,39,100,0,0,100,0,0,100,-,50,39
Stichting Red een Kind,redeenkind,100,0,0,100,0,0,100,0,18,35,100,0,0,100,0,0,100,0,18,35
Stichting RNW Media,rnw_org,0,0,0,100,0,20,100,0,60,31,0,0,0,100,0,20,100,0,60,31
Stichting Vluchteling,st_vluchteling,88,94,82,94,0,6,100,12,100,64,88,94,82,94,0,6,100,12,100,64
Stichting VSO Nederland,vso_nl,100,100,100,100,0,100,100,80,86,85,100,100,100,100,0,100,100,80,86,85
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
Stichting Wilde Ganzen/ IKON,nl_wg,100,0,0,100,0,0,100,29,88,46,100,0,0,100,0,0,100,29,88,46
Stichting Wings For Aid Foundation,wfaf,0,0,0,100,0,0,0,-,100,22,0,0,0,100,0,0,0,-,100,22
Stichting Woord en Daad,w-d,100,0,0,100,0,43,100,0,57,44,100,0,0,100,0,43,100,0,57,44
Stockholm International Water Institute,siwi,100,0,0,100,0,100,0,-,100,44,100,0,0,100,0,100,0,-,100,44
Street Child,street_child,100,100,0,100,0,100,0,100,0,56,100,100,0,100,0,100,0,100,0,56
StreetInvest,si,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Stromme Foundation,stromme_ug,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Studio Globo,sg,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Support Trust for Africa Development (STAD),stad,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Survivors Fund (SURF),surf,0,0,0,50,0,0,100,0,0,17,0,0,0,100,0,0,100,0,0,22
Sustainable Development Institute,sdi,0,0,0,100,0,0,100,100,0,33,0,0,0,100,0,0,100,100,0,33
Sustainable Hospitality Alliance,sha,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,100,0,0,100,1,59,98,31,58,50,100,0,0,100,1,59,98,31,58,50
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,100,2,0,53,0,0,100,3,0,29,100,2,0,53,0,0,100,3,0,29
Sympany+,simone_sympany,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,100,0,0,100,0,0,100,-,100,44,100,0,0,100,0,0,100,-,100,44
Synergía - Initiatives for Human Rights,synergiaihr,0,0,0,100,0,33,0,100,0,26,0,0,0,100,0,33,0,100,0,26
Syria Justice and Accountability Centre (SJAC),sjac,100,0,0,100,0,100,100,-,100,56,100,0,0,100,0,100,100,-,100,56
Syria Relief,sr,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Syrian Center for Media and Freedom of Expression,scm,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Tameer-e-Khalaq Foundation,tkf1234,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Tanager,tan,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Target TB,targettb,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
TB Alert,tbalert,100,0,0,0,0,100,100,100,0,44,100,0,0,0,0,100,100,100,0,44
Teach A Man To Fish,tamtf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
